sex_male,race_white,employed_yes,years_experience,experience_category,referred,a_levels,gcse,russel_group,honours,years_volunteer,income,it_skills,years_holes,quality_cv
1,1,0,4,4-6,0,1,5,0,0,0,29477.080766270996,2,0,2
0,1,0,0,0-2,0,2,6,0,0,2,0,0,0,1
1,0,1,2,2-4,1,4,5,1,0,2,67989.10616953771,3,0,3
0,1,1,6,>=6,1,3,8,0,1,0,36044.14920068176,1,2,3
0,1,1,2,2-4,0,3,8,0,0,1,14161.418329433502,2,1,3
0,0,1,0,0-2,0,0,4,0,0,1,35609.29697491143,1,0,3
1,0,0,2,2-4,0,3,8,0,0,0,45286.86236121399,2,3,0
1,0,0,2,2-4,0,3,7,0,0,0,15472.223197109879,3,1,2
1,1,1,4,4-6,1,4,6,1,0,1,42155.24524025054,3,0,2
0,0,0,2,2-4,0,2,6,0,0,0,12024.997533100915,0,2,3
0,1,1,4,4-6,1,4,8,1,1,0,47116.74629356537,0,3,3
0,0,1,4,4-6,0,1,5,0,0,2,21394.023020092463,2,0,3
0,1,1,6,>=6,1,4,8,1,1,1,31280.210117224135,2,0,2
1,1,1,5,4-6,1,3,7,0,0,1,60251.976729569986,3,0,2
1,1,1,5,4-6,1,3,4,0,1,0,61224.1652404472,2,0,2
0,1,1,4,4-6,1,3,8,0,0,0,49071.05704405431,0,0,3
0,0,0,1,0-2,0,3,6,0,0,2,48100.179708765194,1,2,1
1,0,0,2,2-4,0,2,2,0,0,2,9891.907051427017,1,0,3
0,1,0,4,4-6,1,3,9,0,0,0,17340.401217410832,1,0,2
0,0,1,3,2-4,1,2,7,0,1,1,45291.10707325229,2,0,1
1,1,1,5,4-6,1,3,7,0,0,0,48500.343380806284,3,0,1
0,0,1,5,4-6,0,1,6,0,0,0,24398.041121533348,0,0,2
0,0,0,0,0-2,0,2,4,0,0,0,61536.79276562358,2,0,2
0,0,0,3,2-4,1,1,6,0,0,1,18776.378077092526,1,2,2
0,1,1,5,4-6,1,4,8,1,0,0,32056.48431412802,1,0,2
0,1,0,1,0-2,0,2,6,0,0,0,8823.611356858019,0,0,1
0,0,0,2,2-4,0,1,5,0,0,0,7527.759855829023,0,1,0
0,1,1,4,4-6,0,2,8,0,1,2,28503.042892559897,1,0,0
1,0,0,4,4-6,1,2,6,0,1,0,48907.604891917326,3,0,2
1,0,1,7,>=6,1,3,6,0,1,1,50822.44545948722,3,1,2
1,0,1,1,0-2,1,1,3,0,0,0,4599.47936911125,2,0,1
0,0,1,2,2-4,0,1,6,0,1,0,15683.705215020498,2,0,2
0,1,0,6,>=6,1,0,1,0,0,2,58144.27201915974,2,0,1
1,0,1,5,4-6,1,2,9,0,0,0,10865.448235598327,2,0,1
1,0,0,2,2-4,0,0,1,0,0,1,29627.845974483895,1,0,1
1,0,1,7,>=6,1,1,5,0,0,1,42492.82045551602,2,0,2
0,0,1,3,2-4,1,2,5,0,0,0,48491.64443504352,1,1,2
0,0,0,3,2-4,0,1,6,0,0,1,2735.116841123847,1,0,0
1,0,0,2,2-4,1,2,7,0,0,1,4066.078663407061,3,0,3
0,1,1,3,2-4,0,3,7,0,1,0,58356.369243004956,3,0,2
1,0,0,2,2-4,1,1,5,0,0,0,40020.190090788485,3,0,0
1,1,0,4,4-6,1,1,9,0,0,0,30126.551210930746,2,0,2
0,1,1,1,0-2,0,1,4,0,0,0,10458.929785748242,0,0,1
0,1,1,3,2-4,0,3,4,0,0,1,36234.899057257106,2,0,2
0,0,1,1,0-2,0,1,3,0,0,0,20329.546286446606,0,4,1
0,1,0,5,4-6,1,2,3,0,1,0,28692.518222166735,0,0,1
0,1,0,8,>=6,1,4,7,1,1,1,41556.692741253544,1,0,3
1,0,1,0,0-2,1,2,1,0,0,0,30224.535080198504,3,0,2
1,1,0,1,0-2,0,1,8,0,0,0,20210.789136783424,0,1,1
0,0,0,2,2-4,0,3,7,0,0,0,16579.706261389423,2,1,1
1,1,1,1,0-2,1,2,5,0,0,0,44683.95410169673,2,0,2
1,1,1,11,>=6,1,4,10,1,1,0,45354.119842148975,1,0,3
1,1,1,5,4-6,1,3,7,0,0,0,27385.770886247246,3,0,2
1,0,1,3,2-4,1,2,5,0,1,0,30563.40586265602,2,0,1
0,0,0,2,2-4,0,2,7,0,0,0,40146.79773257417,0,3,3
0,0,0,2,2-4,0,0,5,0,0,1,3589.892382401398,0,0,2
0,0,0,1,0-2,0,2,5,0,1,1,29093.82092018683,1,1,3
1,0,0,4,4-6,0,1,6,0,0,0,18041.407565832757,1,1,0
1,0,1,2,2-4,0,1,8,0,0,1,36976.41800936306,2,0,2
0,1,0,4,4-6,0,2,7,0,0,1,22091.083487950666,0,1,1
1,1,0,5,4-6,0,2,6,0,0,0,30417.702053490513,1,1,2
1,0,1,3,2-4,1,3,5,0,0,0,33291.578338497784,3,1,3
1,0,0,1,0-2,0,2,10,0,1,0,15356.080696112387,2,1,3
0,0,0,1,0-2,0,1,6,0,0,1,15720.83770764335,0,1,2
1,0,1,2,2-4,0,0,4,0,0,0,35866.04514047396,3,0,1
1,0,1,3,2-4,1,3,6,0,0,2,60399.379456376795,2,1,1
0,0,0,2,2-4,1,2,7,0,0,0,38628.26475938849,0,2,2
0,0,0,2,2-4,0,1,6,0,0,0,44023.6365823868,2,2,1
1,0,0,1,0-2,0,2,5,0,1,0,42291.375733946974,1,0,1
1,1,1,7,>=6,1,4,9,1,1,2,37134.1458384274,3,0,1
0,1,0,1,0-2,0,3,8,0,0,1,54681.5187136625,0,0,2
1,0,0,3,2-4,0,1,7,0,0,0,17454.534439934003,3,0,0
0,0,0,4,4-6,0,2,6,0,0,2,32936.83797565718,0,1,1
0,0,1,7,>=6,1,1,4,0,0,1,40008.911852376026,1,0,1
1,1,1,6,>=6,1,4,9,1,1,0,60632.84295431992,2,0,2
0,0,1,3,2-4,0,2,6,0,1,0,31346.253926431826,1,0,3
0,1,0,0,0-2,0,1,2,0,0,1,32225.680701341913,0,0,2
1,1,1,4,4-6,1,3,7,0,1,1,37822.112979720325,1,0,3
0,0,0,3,2-4,0,1,8,0,0,1,29669.872049253456,0,0,2
1,1,0,3,2-4,1,1,3,0,0,1,35398.07015880557,2,0,1
0,1,0,2,2-4,0,2,6,0,1,1,20018.40440360733,1,1,2
0,0,0,1,0-2,0,3,5,0,1,0,23312.330554205037,0,0,2
1,0,0,3,2-4,1,3,5,0,0,1,23611.62360997748,3,0,1
0,1,1,1,0-2,0,3,6,0,0,2,39807.453931105636,0,1,2
1,1,0,3,2-4,1,1,5,0,1,2,40951.05890486524,3,1,1
0,0,0,2,2-4,0,2,4,0,0,0,65403.01598320957,0,0,0
0,0,0,7,>=6,0,3,6,0,0,1,30192.37710373423,1,2,0
1,0,0,1,0-2,1,2,5,0,0,0,19479.79542459472,2,1,2
0,0,1,6,>=6,0,4,7,1,1,1,31655.53576650396,1,0,1
0,1,1,4,4-6,0,3,7,0,0,0,47394.279578047775,2,0,2
1,0,0,4,4-6,0,3,7,0,0,0,53552.791552188355,2,0,2
0,0,0,3,2-4,0,0,6,0,0,2,3283.2116055295846,0,1,1
1,1,0,6,>=6,1,1,4,0,0,2,31010.571950804955,1,1,1
1,1,1,8,>=6,1,4,9,1,1,1,35021.08956125805,3,0,3
1,1,1,2,2-4,1,3,9,0,0,1,34210.6776356488,3,0,3
1,1,0,0,0-2,0,4,8,1,0,0,18514.616289050347,1,0,1
1,0,0,3,2-4,0,0,2,0,0,1,30332.42597949336,1,0,2
1,1,1,5,4-6,1,4,9,1,0,0,46455.2528694369,3,0,2
0,0,0,4,4-6,0,1,5,0,0,0,29424.254989842208,2,1,1
0,0,1,2,2-4,0,3,7,0,0,1,23589.879090651597,1,3,2
0,1,1,8,>=6,1,1,4,0,0,1,75704.34326870492,3,0,1
0,1,1,2,2-4,1,3,4,0,1,1,37729.3188420661,1,2,1
0,1,1,5,4-6,0,4,7,1,1,0,51071.97741226407,2,1,3
1,1,1,5,4-6,1,4,8,1,1,1,70161.53115507776,3,0,2
1,0,0,7,>=6,1,1,7,0,0,0,20659.764125778638,2,0,1
0,0,0,4,4-6,0,0,4,0,0,1,18979.666597448944,0,0,1
1,0,0,2,2-4,1,3,7,0,0,0,31770.47142525669,1,0,1
0,0,0,1,0-2,0,3,8,0,0,1,25854.944590742998,1,0,2
0,1,0,4,4-6,0,3,6,0,1,1,15385.3555394566,0,0,2
0,1,0,3,2-4,0,2,4,0,0,0,44671.49622802654,0,0,1
1,1,1,9,>=6,1,3,8,0,0,3,34858.53674673023,3,0,2
1,0,0,2,2-4,0,3,4,0,0,2,23043.376915789704,3,1,0
1,1,1,1,0-2,1,3,4,0,1,1,27080.952883467227,3,0,3
0,0,1,2,2-4,0,1,4,0,0,0,18514.80384922987,0,1,2
1,0,1,5,4-6,1,2,6,0,0,1,31204.77694791372,3,0,3
0,1,0,3,2-4,0,4,6,0,0,1,20187.000874708738,1,0,1
0,0,1,5,4-6,0,2,5,0,0,0,62559.128353537286,1,2,2
1,1,1,9,>=6,0,2,5,0,1,2,69419.92832633821,3,0,2
0,1,1,1,0-2,0,3,8,0,0,2,54342.22113467455,0,0,2
1,0,1,7,>=6,1,1,4,0,0,1,48265.35019634796,2,0,2
1,1,1,5,4-6,1,3,9,0,0,1,23553.210320202095,3,0,2
1,1,1,7,>=6,1,3,8,0,0,0,29819.86336268865,2,0,2
1,0,1,4,4-6,1,3,6,0,0,0,49994.45409031505,3,1,2
1,0,0,5,4-6,0,2,8,0,0,1,29621.07810526578,2,1,3
1,0,1,8,>=6,1,1,7,0,0,0,30617.452283467825,3,1,3
1,1,1,6,>=6,1,2,6,0,1,0,64786.72835733472,1,0,2
0,0,0,1,0-2,0,1,3,0,0,0,0,0,1,0
0,1,0,4,4-6,1,2,7,0,0,1,38387.40266410732,1,0,1
0,1,1,6,>=6,1,2,5,0,0,0,16538.666741080007,2,0,1
1,0,1,3,2-4,0,2,5,0,1,0,48410.58678899249,3,0,2
0,0,1,2,2-4,0,2,7,0,0,0,30244.83252974453,2,1,3
0,0,1,1,0-2,0,3,7,0,0,0,56699.228091712976,0,0,2
1,1,1,3,2-4,1,3,6,0,0,1,44583.73478416402,3,0,2
0,1,0,0,0-2,1,2,6,0,0,0,44811.208410605075,2,1,2
1,1,1,4,4-6,1,2,8,0,0,1,44139.97234008868,2,0,2
1,1,1,3,2-4,1,4,8,1,1,1,39470.977136618916,3,0,2
1,0,0,2,2-4,0,2,6,0,0,1,32695.03682403042,0,0,3
1,0,1,6,>=6,1,4,8,1,1,0,20322.122804173654,3,1,3
1,1,1,5,4-6,1,3,6,0,0,0,25718.73099715494,3,0,3
1,1,1,5,4-6,1,3,6,0,0,0,36322.22304207695,3,0,3
0,1,1,6,>=6,1,3,9,0,0,0,13678.766315971978,2,2,2
1,1,1,7,>=6,1,4,9,1,0,2,14438.951960886465,3,0,3
1,1,0,4,4-6,1,3,6,0,0,0,37261.996238199084,1,0,2
0,0,0,4,4-6,0,1,6,0,0,0,43352.35261475658,1,0,2
0,1,1,4,4-6,1,2,4,0,1,1,44435.35898497678,1,0,2
1,0,0,3,2-4,1,2,5,0,0,0,33191.29258636695,2,1,1
0,1,1,3,2-4,0,3,7,0,0,1,26693.625001351807,1,2,3
1,1,0,2,2-4,0,0,6,0,0,0,49587.91349341288,2,0,2
1,1,0,2,2-4,1,3,7,0,0,2,31391.53759159603,3,0,2
1,1,1,4,4-6,1,3,7,0,1,2,0,2,0,1
1,0,1,9,>=6,1,3,5,0,1,1,35403.75610784927,3,0,3
0,0,0,1,0-2,0,0,2,0,0,2,36757.8063253334,2,3,0
1,1,0,4,4-6,1,2,7,0,0,0,34962.11340511556,3,0,0
1,1,1,3,2-4,1,2,8,0,0,0,66873.1568453359,2,0,3
1,0,1,4,4-6,1,2,5,0,0,1,14430.417111779578,1,0,2
0,1,0,4,4-6,0,2,6,0,0,0,36591.40674140399,0,1,2
0,1,0,5,4-6,0,1,4,0,0,0,17397.783579894698,0,1,2
0,0,1,4,4-6,1,3,7,0,1,2,36427.58768558559,0,0,3
1,1,1,2,2-4,1,3,8,0,0,0,45702.2286660617,3,0,2
0,1,0,2,2-4,1,3,9,0,0,1,11140.058576472285,0,0,1
0,1,0,1,0-2,0,3,8,0,0,0,34175.02419359012,1,1,1
1,0,0,3,2-4,0,1,7,0,0,0,24455.37467275488,0,0,3
0,1,0,3,2-4,1,2,8,0,1,1,50090.06206891104,1,0,2
1,1,1,1,0-2,1,4,7,1,0,1,27443.725990265244,3,0,2
0,1,1,4,4-6,1,2,4,0,1,1,73115.63199255473,2,1,2
0,0,0,4,4-6,0,1,7,0,0,0,20137.706173670216,0,0,2
1,0,1,9,>=6,1,4,7,1,1,2,47481.766416424754,2,0,3
1,1,1,1,0-2,1,3,6,0,1,0,33999.66063691111,2,0,2
1,1,1,3,2-4,1,4,8,1,0,2,48786.03129646405,3,0,2
0,1,1,2,2-4,1,4,8,1,0,0,26429.031917660075,1,1,2
1,1,1,3,2-4,1,3,6,0,0,1,29136.000659374564,3,0,3
1,1,1,9,>=6,0,2,3,0,0,1,0,3,0,2
0,1,1,4,4-6,1,3,9,0,0,0,25348.420729292076,0,1,2
0,0,0,1,0-2,0,4,7,0,1,2,19501.347232702534,1,1,2
0,1,1,4,4-6,1,1,2,0,1,2,13171.265407333907,1,1,3
0,1,1,5,4-6,0,1,5,0,1,0,34629.49022329407,1,0,2
1,1,1,3,2-4,1,2,6,0,0,0,44342.86111359325,3,0,1
1,0,1,3,2-4,1,0,4,0,0,1,21209.327041706216,2,0,0
1,1,1,7,>=6,1,4,7,1,0,3,34463.46670976474,3,0,1
1,0,1,6,>=6,1,4,8,1,0,2,27861.877684838517,3,0,3
1,1,1,4,4-6,1,3,7,0,0,0,35017.56021681239,3,0,3
1,1,0,2,2-4,1,1,4,0,0,0,42281.17055342544,3,0,2
0,0,0,5,4-6,0,1,4,0,0,0,16428.85654752365,1,0,0
0,0,0,1,0-2,0,2,6,0,0,0,43991.99111118792,0,4,1
0,0,0,3,2-4,1,2,1,0,0,0,33563.95982408581,1,0,1
1,1,0,1,0-2,0,2,5,0,0,0,26830.226728501206,2,0,1
1,0,1,5,4-6,0,1,5,0,0,0,23838.96172371204,2,0,0
0,1,1,1,0-2,0,3,6,0,0,1,34312.956201311135,2,0,3
0,1,1,7,>=6,0,4,7,1,0,2,37732.227654885945,1,0,1
1,0,0,1,0-2,1,2,6,0,0,0,41618.986313998816,2,0,1
0,0,0,2,2-4,0,0,3,0,0,1,7779.330179177909,0,1,2
0,0,0,0,0-2,0,1,6,0,0,2,36554.22005633173,2,0,0
1,0,1,7,>=6,1,3,9,0,1,1,43131.526954672816,3,0,2
1,1,1,7,>=6,1,3,6,0,0,1,57474.24836409793,2,0,2
0,0,0,3,2-4,0,3,6,0,0,0,5803.10070950396,0,0,1
1,1,1,4,4-6,1,2,7,0,0,0,52564.23747136655,3,0,3
0,1,1,2,2-4,0,2,6,0,0,2,26250.861369085673,1,1,2
1,0,1,2,2-4,1,2,6,0,0,1,24892.372192134186,3,1,2
1,1,1,1,0-2,1,3,5,0,0,0,74143.46461512681,3,0,1
0,1,1,5,4-6,1,4,9,1,0,0,25593.19576344714,0,0,2
0,0,0,2,2-4,1,0,4,0,0,0,36676.782848639574,2,2,1
1,1,1,1,0-2,1,1,5,0,0,0,50441.03413032877,2,0,1
1,1,1,5,4-6,1,2,5,0,0,0,57766.37718272496,3,0,3
0,0,1,2,2-4,0,3,10,0,0,1,61713.12552380418,0,1,2
0,1,1,2,2-4,0,3,8,0,1,2,44157.621157021546,0,0,3
1,0,0,1,0-2,0,1,6,0,0,1,43164.80248500204,2,0,2
1,0,1,4,4-6,1,3,6,0,0,1,12545.316078769614,3,0,1
0,0,0,2,2-4,0,1,3,0,0,0,10064.706147035608,0,2,0
1,1,1,3,2-4,1,3,6,0,1,0,59193.90431213721,2,0,3
1,0,1,6,>=6,1,1,4,0,0,0,47666.319933605795,3,0,2
1,1,0,0,0-2,0,2,4,0,0,0,50051.33013502692,2,0,2
0,1,1,2,2-4,1,3,7,0,0,2,37011.930950043185,1,0,1
0,0,1,0,0-2,0,2,7,0,0,1,55705.825625255384,0,0,1
0,0,0,1,0-2,1,2,4,0,1,1,26846.499739103776,2,1,2
0,0,1,0,0-2,0,3,7,0,0,0,26728.11950981108,0,1,1
1,1,1,3,2-4,1,4,7,0,0,0,57458.358048497204,3,0,3
0,0,0,2,2-4,0,1,4,0,0,0,22279.68167441344,0,0,0
1,1,0,3,2-4,1,1,7,0,1,1,39170.32084326765,1,0,1
1,0,0,3,2-4,0,1,7,0,0,2,41801.75814439618,3,0,1
0,0,0,1,0-2,0,1,4,0,0,0,16800.66186249636,1,0,2
1,0,1,4,4-6,1,2,7,0,0,0,52801.21216081509,1,0,1
1,1,0,2,2-4,0,1,6,0,0,1,49274.034651116744,2,0,1
1,0,0,1,0-2,0,1,4,0,0,1,21901.487848467077,3,1,2
0,0,0,3,2-4,0,2,6,0,1,1,44406.30615328436,1,2,2
1,1,1,7,>=6,1,3,6,0,0,1,57004.69779401524,3,0,2
1,1,0,1,0-2,1,3,9,0,1,0,56802.52454396134,1,0,1
1,1,1,8,>=6,1,4,8,0,0,0,35465.27333228139,2,0,3
0,1,0,4,4-6,0,2,6,0,0,1,38160.46672773053,2,0,2
0,0,0,1,0-2,0,0,2,0,0,0,15108.809472057423,0,0,1
0,1,1,9,>=6,1,1,8,0,0,1,72431.32066392808,2,0,1
1,1,0,1,0-2,1,4,9,0,0,1,5980.079741740756,2,0,2
0,0,1,3,2-4,0,2,6,0,0,0,45643.44084282907,3,1,2
0,1,1,4,4-6,0,4,7,1,0,1,57965.80735577968,2,1,3
1,0,0,2,2-4,1,0,4,0,0,1,31141.58124741189,0,1,2
0,1,1,4,4-6,1,4,7,1,0,0,61955.50513144398,1,1,3
1,0,0,5,4-6,0,1,8,0,0,1,32908.99283534379,1,0,2
0,0,0,0,0-2,0,1,7,0,0,0,31897.406722985863,0,0,1
0,0,0,1,0-2,0,2,10,0,0,0,0,0,2,2
1,0,0,1,0-2,0,2,8,0,0,1,34770.520193638644,2,1,0
0,1,0,2,2-4,1,3,7,0,0,1,16787.600148880607,1,0,0
0,0,1,3,2-4,0,2,6,0,0,1,20815.05975310976,2,5,1
0,1,0,2,2-4,0,3,7,0,1,0,44836.39960418993,1,1,1
0,0,1,4,4-6,0,2,6,0,0,1,19659.68313599744,2,2,1
1,0,1,6,>=6,1,2,6,0,0,1,66048.94949916583,3,0,1
0,0,0,2,2-4,0,2,5,0,1,0,0,0,0,1
0,0,0,3,2-4,0,0,4,0,0,0,39090.07729102466,0,1,2
0,1,0,6,>=6,0,1,8,0,0,0,16880.74170023626,2,1,1
1,1,0,0,0-2,1,4,8,0,0,0,42713.928739802206,2,1,1
0,0,0,2,2-4,0,2,5,0,0,1,19663.127944256623,0,0,0
1,1,0,2,2-4,1,3,7,0,0,0,18078.91616193575,1,0,3
1,0,0,4,4-6,0,1,6,0,0,0,7722.506065920836,1,1,2
0,0,0,1,0-2,0,1,6,0,0,0,13251.791363107486,1,1,2
1,0,0,3,2-4,0,3,8,0,0,0,43268.72350738218,1,0,2
1,0,1,2,2-4,1,2,6,0,0,0,43580.3502325497,3,0,2
0,1,1,2,2-4,0,3,6,0,0,2,39843.09140815699,1,0,3
1,1,1,6,>=6,1,3,9,0,0,2,42073.53263353607,3,0,1
1,1,0,2,2-4,1,3,7,0,0,2,50450.34904643064,2,0,2
0,1,0,4,4-6,0,2,7,0,1,0,52660.389458368474,0,1,2
0,0,1,0,0-2,0,1,7,0,0,0,29215.003805628654,2,1,2
1,0,0,3,2-4,0,2,6,0,1,2,36463.628561964666,2,0,3
1,1,1,5,4-6,0,2,8,0,0,1,23935.223564254724,2,0,1
1,1,1,4,4-6,1,2,8,0,0,0,36190.15991802321,3,0,3
0,0,0,3,2-4,0,3,5,0,0,0,27409.167049122843,0,1,2
0,0,0,4,4-6,0,0,3,0,0,0,39922.193203544615,1,1,2
1,0,1,6,>=6,1,2,5,0,1,2,65657.30289084029,2,0,2
0,0,1,5,4-6,0,2,6,0,0,0,13069.323087107608,2,0,2
0,1,0,4,4-6,0,1,4,0,0,1,14413.7991829202,0,0,2
1,1,1,8,>=6,0,3,8,0,0,2,32714.885828303904,3,0,2
1,1,1,2,2-4,1,3,8,0,0,1,28104.38026114259,1,0,2
1,0,1,7,>=6,1,3,8,0,0,1,42730.443093058944,3,0,2
0,0,1,1,0-2,0,2,6,0,0,1,8048.694555596834,1,1,0
1,1,1,5,4-6,1,3,10,0,1,1,24714.001945814805,3,0,2
1,1,0,4,4-6,1,1,4,0,0,0,37953.7710752079,2,0,1
1,1,1,5,4-6,1,4,7,1,1,1,26236.97842515468,3,0,1
0,0,0,0,0-2,0,1,4,0,0,0,27111.4278750368,1,1,2
1,0,0,4,4-6,1,4,7,1,1,0,20595.899135839183,2,0,2
0,1,1,5,4-6,0,3,7,0,0,2,51400.988023432874,1,0,3
0,0,1,1,0-2,0,3,5,0,0,0,44945.90023560254,1,0,2
0,1,1,6,>=6,1,4,9,1,1,1,36409.95283805099,1,0,3
0,0,1,4,4-6,0,4,10,1,0,0,23274.600769138866,1,2,2
1,1,1,7,>=6,1,3,6,0,0,0,53892.04439612086,1,0,3
0,0,0,1,0-2,0,0,5,0,0,0,37643.27401323341,0,1,1
1,0,1,5,4-6,1,3,1,0,0,1,43664.58590053179,3,0,1
1,0,0,3,2-4,1,1,8,0,0,0,36512.153082498,1,0,0
0,0,1,6,>=6,0,4,9,1,1,1,64156.425479401456,2,0,2
1,1,0,3,2-4,1,1,5,0,0,2,36598.599946123904,1,1,3
0,1,0,3,2-4,0,2,7,0,0,1,35398.58599791765,0,0,2
0,1,0,6,>=6,0,2,9,0,0,0,45626.72945874304,2,0,2
1,1,0,2,2-4,1,2,5,0,0,1,15377.073696229281,2,0,2
0,0,0,3,2-4,0,1,5,0,0,0,8632.794310674211,2,0,0
0,1,0,2,2-4,0,1,8,0,0,0,21559.634841334162,2,1,2
0,1,1,5,4-6,1,3,5,0,0,1,38037.17406063052,3,0,2
1,0,0,1,0-2,0,3,9,0,0,1,5328.631828974932,1,1,2
0,1,0,1,0-2,0,1,7,0,0,0,12651.323834017841,1,0,0
0,0,1,4,4-6,1,2,7,0,0,0,26791.469910343672,3,1,2
0,1,0,3,2-4,0,0,4,0,0,0,53510.81454750738,0,0,0
1,1,0,2,2-4,1,1,6,0,0,0,29317.088458991086,2,0,1
0,1,0,3,2-4,0,2,9,0,0,0,31775.729047734952,1,0,1
1,1,1,6,>=6,1,2,4,0,1,0,52697.392896402125,1,0,3
0,0,1,1,0-2,0,1,6,0,0,0,48475.84525442087,1,0,2
1,0,1,2,2-4,1,4,10,1,0,1,24118.111277403666,2,0,2
1,0,1,9,>=6,1,4,9,1,0,1,29192.029352577527,3,1,2
0,1,0,1,0-2,0,0,2,0,0,1,33647.701041703505,0,1,3
1,0,1,1,0-2,1,3,5,0,0,0,42465.722269625825,3,0,2
0,0,1,6,>=6,0,2,7,0,1,1,41428.06236553702,1,0,1
0,0,0,2,2-4,0,1,5,0,0,0,41909.838419146174,1,3,3
0,0,0,2,2-4,0,3,5,0,0,1,21179.128709319346,1,1,3
1,0,0,4,4-6,0,0,6,0,0,0,20803.852305240092,1,0,2
0,1,1,6,>=6,0,4,9,1,0,1,39564.54048977627,3,2,3
0,0,0,2,2-4,1,2,7,0,0,0,53939.75396438214,1,4,1
0,0,0,3,2-4,0,1,2,0,0,3,43329.787631517625,0,0,1
1,1,1,2,2-4,1,2,7,0,1,0,36638.67720986738,3,0,2
1,1,0,1,0-2,0,3,6,0,0,0,44462.626987638636,2,1,2
0,0,0,0,0-2,0,0,3,0,0,1,21073.21738740077,0,0,1
0,0,0,2,2-4,0,0,7,0,0,1,27533.41881785027,0,1,2
1,1,0,2,2-4,0,2,8,0,0,1,12197.802999853771,3,0,1
1,0,1,3,2-4,1,1,5,0,0,0,53020.423389481075,3,1,1
0,1,1,6,>=6,1,2,5,0,0,0,30238.759551698167,2,0,3
0,0,0,7,>=6,1,3,5,0,0,1,38626.49034046871,2,0,2
0,1,1,6,>=6,0,4,8,1,0,0,51611.30380032156,0,1,1
0,1,1,3,2-4,1,4,10,1,1,1,24412.96259422782,1,0,1
1,1,0,3,2-4,1,2,6,0,0,0,36759.06688308568,2,0,1
1,1,1,6,>=6,1,2,8,0,0,0,58577.313723545165,3,0,1
0,0,1,5,4-6,0,1,6,0,0,1,36212.56093911461,1,0,1
0,0,1,4,4-6,0,2,7,0,0,1,53423.69231191162,3,0,3
0,1,1,5,4-6,1,4,8,1,0,0,39432.45389816845,3,1,2
1,0,0,1,0-2,0,2,8,0,0,2,17281.398927464143,2,0,0
0,0,0,1,0-2,0,4,7,0,0,1,24133.612762376164,0,1,1
0,1,0,1,0-2,0,2,3,0,0,0,32619.818159920065,0,1,3
1,1,1,6,>=6,1,4,8,1,0,0,20991.644533323175,3,0,2
1,1,1,7,>=6,1,3,9,0,0,0,21105.643391063415,2,0,2
0,1,0,2,2-4,0,3,7,0,1,0,29754.563617073363,1,3,2
1,1,1,2,2-4,1,2,6,0,0,0,28568.6779634822,3,0,1
0,0,1,4,4-6,0,3,7,0,0,2,8908.57619568065,3,3,3
1,1,1,5,4-6,1,3,8,0,0,2,42765.51586628945,3,0,3
0,1,1,3,2-4,1,3,6,0,1,2,30665.289997411444,2,1,2
0,0,0,1,0-2,0,0,5,0,0,2,47813.97069273722,1,1,2
1,0,0,1,0-2,0,1,9,0,0,0,19569.46985603948,0,0,2
1,1,1,1,0-2,1,1,5,0,1,2,39886.140245572955,2,0,3
0,1,1,6,>=6,0,4,7,1,1,1,42009.687332981135,1,1,2
0,1,1,4,4-6,1,4,9,1,0,0,46502.409401619254,1,0,2
1,0,0,0,0-2,0,3,8,0,0,0,36360.750065258864,3,0,3
1,0,1,5,4-6,0,0,3,0,0,1,44292.1544581025,2,0,3
1,1,0,1,0-2,1,2,6,0,1,0,0,1,0,1
0,1,1,4,4-6,1,3,4,0,0,1,26834.336728004404,2,0,3
0,0,0,2,2-4,0,0,3,0,0,1,23960.886781454323,2,2,2
0,0,0,2,2-4,1,2,7,0,0,0,10121.593275485946,1,0,1
0,1,0,0,0-2,1,3,8,0,1,0,42358.906328407546,1,0,3
1,0,0,1,0-2,0,0,2,0,0,0,50618.77486592029,1,1,1
0,0,0,2,2-4,0,3,7,0,0,0,30547.899986240907,1,2,2
1,1,1,3,2-4,1,1,6,0,0,1,66911.50999839645,3,0,3
1,0,0,4,4-6,1,3,7,0,0,2,26742.658770904996,1,0,1
1,1,1,5,4-6,1,1,6,0,0,0,52526.48583851183,3,0,0
1,0,0,2,2-4,1,2,4,0,0,0,39358.42046656576,3,0,2
0,1,1,10,>=6,1,2,9,0,0,3,39333.64437258841,1,0,3
0,0,1,6,>=6,0,3,6,0,0,2,30822.604130933316,1,0,3
1,0,1,7,>=6,1,3,5,0,0,0,34674.40381512997,2,0,2
1,1,0,2,2-4,1,3,6,0,0,0,8682.624709947653,2,0,1
0,1,0,2,2-4,0,3,5,0,0,0,14349.767670769399,1,1,1
1,1,0,0,0-2,0,3,7,0,0,1,35799.01632642979,2,0,2
0,0,0,3,2-4,0,1,5,0,0,0,5208.179325881309,1,2,1
1,1,0,0,0-2,0,2,5,0,0,0,45265.234142330075,0,0,2
0,0,1,3,2-4,1,2,8,0,0,0,22925.523702052502,1,0,3
1,0,0,3,2-4,0,1,7,0,0,0,40757.34484459374,2,0,3
0,0,0,3,2-4,0,1,3,0,0,0,36032.37857666587,1,2,1
0,0,0,3,2-4,0,3,9,0,0,0,25639.34686318475,0,2,1
0,1,0,1,0-2,0,3,8,0,0,1,24353.44129852716,1,1,2
